costPerTimeUnit;run;costs;time;distance
3.1000000000000014;1;1865.438337865256;393.1612791413457;646.6383725270838
3.1000000000000014;2;1804.338116196479;382.1092596676829;619.799411226661
3.2000000000000015;0;1868.6692976154598;381.40947427812966;648.1589799254438
3.2000000000000015;1;1837.4852988700006;377.49732527787484;629.4938579808005
3.2000000000000015;2;1858.4908513347261;384.68031264087836;627.5138508839146
3.3000000000000016;0;1877.2071143435512;384.1796326662589;609.4143265448967
3.3000000000000016;1;1851.2869469655361;374.7012135144079;614.7729423679896
3.3000000000000016;2;1872.4946504904722;380.6051933580265;616.4975124089846
3.4000000000000017;0;1911.9096875168937;378.31602359419475;625.6352072966307
3.4000000000000017;1;1894.6815845101269;375.82004198521327;616.8934417604011
3.4000000000000017;2;1948.7399444876803;386.96486119007756;633.0594164414161
3.5000000000000018;0;2001.2723935401605;389.38197070355113;638.435496077731
3.5000000000000018;1;1971.3192766688308;385.5809827429796;621.7858370684015
3.5000000000000018;2;1999.2032152540623;390.29743412202174;633.1621958269856
3.600000000000002;0;2014.5432706926526;385.5342158955683;626.6200934686062
3.600000000000002;1;2038.0128652162134;385.4535803414326;650.3799759870557
3.600000000000002;2;1964.1118467136764;371.8876461659389;625.3163205162957
3.700000000000002;0;2074.6877180197894;389.3542647935703;634.0769382835787
3.700000000000002;1;2001.2529991741883;374.8653455269671;614.2512207244102
3.700000000000002;2;2050.831007655165;384.68031264087836;627.5138508839146
3.800000000000002;0;2143.3348542188164;392.31573857225953;652.535047644229
3.800000000000002;1;2090.1394614834257;386.89579472582864;619.9354415252761
3.800000000000002;2;2150.863947459755;391.60912769785824;662.7492622078928
3.900000000000002;0;2182.371714436258;394.766563956249;642.7821150068861
3.900000000000002;1;2139.0020379921284;381.2396273135165;652.1674914694133
3.900000000000002;2;2156.7457737471186;387.8563882088256;644.1058597326976
4.000000000000002;0;2183.1686697646487;381.9824775143397;655.2387597072895
4.000000000000002;1;2205.2891958930036;385.8466046578833;661.9027772614696
4.000000000000002;2;2200.9023241319665;384.7881296902399;661.7498053710065
4.100000000000001;0;2164.1686564013457;375.86768542447174;623.1111461610113
4.100000000000001;1;2154.1519733299324;377.7327249280486;605.4478011249331
4.100000000000001;2;2199.8435233400187;375.68229792776646;659.5461018361763
4.200000000000001;0;2294.1815000462166;387.30599704090224;667.4963124744278
4.200000000000001;1;2273.059576744283;385.8019193977128;652.6915152738886
4.200000000000001;2;2200.089109911442;376.3449417330207;619.4403546327551
4.300000000000001;0;2321.5710515270835;388.7028115755442;650.1489617522433
4.300000000000001;1;2243.411605327089;378.01281799559746;617.9564879460199
4.300000000000001;2;2319.4596321208032;388.19517381528277;650.2203847150872
4.4;0;2297.1216459071265;376.8418322173919;639.0175841506016
4.4;1;2355.6647443316183;387.47297557363873;650.7836518076081
4.4;2;2348.481290011907;384.65896387777616;655.981848949692
4.5;0;2399.66300031875;390.9231545148877;640.5088050017556
4.5;1;2459.5600423549276;398.99706286503834;664.0732594622555
4.5;2;2458.566391358051;400.1028320575855;658.1036470989162
4.6;0;2369.333730923765;376.4654206555241;637.5927959083551
4.6;1;2410.288249335148;383.5453139583026;645.9798051269563
4.6;2;2425.105325002551;385.2337320674387;653.0301574923334
4.699999999999999;0;2440.936694227224;384.81023582319426;632.3285858582112
4.699999999999999;1;2419.1461701317266;379.8724263356025;633.7457663543954
4.699999999999999;2;2466.9571057062335;383.55483652249507;664.2493740505078
4.799999999999999;0;2506.415015626004;388.53481379131097;641.4479094277116
4.799999999999999;1;2542.487596607152;395.1281067185788;645.8726843579751
4.799999999999999;2;2512.4330600264293;385.45029486486453;662.27164467508
4.899999999999999;0;2527.6074395701294;384.97709812305294;641.2196587671698
4.899999999999999;1;2545.462532396856;387.3333345997578;647.5291928580434
4.899999999999999;2;2486.1317068235417;377.0593752760917;638.5407679706932
4.999999999999998;0;2622.506202218977;392.5987231369164;659.5125865343957
4.999999999999998;1;2583.56104724251;389.283821679148;637.1419388467709
4.999999999999998;2;2569.369944582358;385.06378680865157;644.0510105391007
5.099999999999998;0;2633.4040859088527;388.3537052660224;652.8001890521393
5.099999999999998;1;2648.5701739433616;390.561610289937;656.7059614646831
5.099999999999998;2;2635.47843421613;388.9011459556168;652.0825898424858
5.1999999999999975;0;2661.8088869328476;382.27596672928166;673.9738599405841
5.1999999999999975;1;2628.9989813701927;380.59902660250975;649.8840430371425
5.1999999999999975;2;2694.6271668740264;390.34651401507836;664.8252939956201
5.299999999999997;0;2823.10206426841;406.95272678480825;666.252612308928
5.299999999999997;1;2621.504218534681;379.6487633864747;609.3657725863666
5.299999999999997;2;2646.8049934743294;382.9468645976375;617.1866111068524
5.399999999999997;0;2694.1329708026888;381.19193219911676;635.6965369274602
5.399999999999997;1;2769.1866906020414;394.7813762354794;637.3672589304545
5.399999999999997;2;2722.721144504325;383.725466926565;650.603623100875
5.4999999999999964;0;2702.402479030191;375.3878236050802;637.769449202251
5.4999999999999964;1;2822.7241815171346;392.588292316017;663.4885737790427
5.4999999999999964;2;2799.2737029441305;388.91022399739626;660.2674709584525
5.599999999999996;0;2780.505328245538;379.78678135340687;653.6993526664616
5.599999999999996;1;2890.75371809444;394.04543001576934;684.0993100061338
5.599999999999996;2;2755.6525530875374;378.46075327159144;636.272334766627
5.699999999999996;0;2834.9788036470295;381.16811876078475;662.3205267105585
5.699999999999996;1;2905.5281247571943;394.3324947194314;657.8329048564375
5.699999999999996;2;2856.9619524785253;385.88267616416067;657.4306983428127
5.799999999999995;0;2908.5700219856994;385.26249986422357;674.0475227732043
5.799999999999995;1;2929.217411501518;389.5520145796212;669.8157269397173
5.799999999999995;2;2925.479116855215;387.4691749140634;678.1579023536499
5.899999999999995;0;2938.4754939482004;387.1833612271628;654.0936627079423
5.899999999999995;1;2977.470475658331;389.76999221531946;677.8275215879482
5.899999999999995;2;3020.6419932356193;397.7211209168332;674.0873798263061
5.999999999999995;0;2911.16827077517;378.9639400914978;637.3846302261848
5.999999999999995;1;2874.4596147046573;375.0329658895133;624.2618193675806
5.999999999999995;2;2989.9906489379373;389.57289760186677;652.553263326739
6.099999999999994;0;3023.7018228703164;387.92001605286214;657.3897249478599
6.099999999999994;1;3020.4008929213064;390.0696931107103;640.9757649459754
6.099999999999994;2;3026.661509262774;387.45388031708467;663.19283932856
6.199999999999994;0;3046.2983987640873;387.6657487030682;642.7707568050669
6.199999999999994;1;3059.2106279163436;385.6640153012505;668.0937330485934
6.199999999999994;2;2994.912009453031;380.4934470671726;635.8526376365627
6.299999999999994;0;3030.8981108688645;378.5350337707516;646.1273981131311
6.299999999999994;1;3014.850682143784;377.5873385057735;636.050449557414
6.299999999999994;2;3049.3164371138278;378.7606178782636;663.124544480769
6.399999999999993;0;3129.208861087994;386.90973426752686;652.9865617758256
6.399999999999993;1;3167.89102698192;389.2656595385977;676.5908059348974
6.399999999999993;2;3103.228589404154;384.1932750122979;644.3916293254501
6.499999999999993;0;3151.768790728033;386.0575606318364;642.3946466210989
6.499999999999993;1;3148.5401400649;382.2412301766548;663.9721439166467
6.499999999999993;2;3231.2411242771564;391.5111468034118;686.4186700549822
6.5999999999999925;0;3191.8665285836073;386.59871436065606;640.3150138032806
6.5999999999999925;1;3071.9534161336032;371.90816767599836;617.3595094720167
6.5999999999999925;2;3202.8017270380396;386.6329574892079;651.0242076092702
6.699999999999992;0;3113.5850182075947;373.9302931245969;608.2520542727985
6.699999999999992;1;3237.4833725035337;383.09743073477756;670.7305865805267
6.699999999999992;2;3195.4379137955766;382.0801585740401;635.5008513495103
6.799999999999992;0;3201.5420432288643;376.84183221739204;639.0175841506015
6.799999999999992;1;3240.0863569188077;381.35999081332466;646.8384193882039
6.799999999999992;2;3326.9718208828945;391.5337403886157;664.5423862403107
6.8999999999999915;0;3280.5942271562;383.69124031648477;633.1246689724578
6.8999999999999915;1;3442.8949006742705;401.7963893714223;670.4998140114595
6.8999999999999915;2;3241.5061062254204;375.77150620448384;648.6827134144854
6.999999999999991;0;3445.330769904867;396.81101498438545;667.6536650141728
6.999999999999991;1;3309.132375570337;379.15609222909654;655.0397299666655
6.999999999999991;2;3314.8178756671823;380.1647423166546;653.6646794506044
7.099999999999991;0;3488.630335362098;398.0033205454517;662.8067594893951
7.099999999999991;1;3387.0625683158205;384.5521771720584;656.7421103942091
7.099999999999991;2;3345.2949832339295;382.8105079654874;627.3403766789733
7.19999999999999;0;3371.1038881489635;378.6082854553488;645.1242328704559
7.19999999999999;1;3494.9637966809614;391.1484649967243;678.6948487045507
7.19999999999999;2;3454.3838153694023;387.29515454173105;665.8587026689426
7.29999999999999;0;3448.548236160561;383.34636875175283;650.1197442727683
7.29999999999999;1;3531.0896024716994;393.30318509558236;659.9763512739519
7.29999999999999;2;3511.2778733935575;389.8844974157724;665.1210422584231
7.39999999999999;0;3501.777085187544;384.53074716572473;656.2495561611851
7.39999999999999;1;3435.474824663726;378.2071824389272;636.7416746156691
7.39999999999999;2;3465.858373546557;378.093871659075;667.9637232694071
7.499999999999989;0;3685.9309562117314;400.9141556967629;679.0747884860137
7.499999999999989;1;3574.4951202300335;386.22895623770637;677.7779484472401
7.499999999999989;2;3530.552616975984;387.4283594837125;624.8399208481452
7.599999999999989;0;3635.4015908650763;389.8360503825605;672.6476079576205
7.599999999999989;1;3530.548415856151;378.41697872641026;654.5793775354388
7.599999999999989;2;3566.651464535404;384.02573488901226;648.0558793789145
7.699999999999989;0;3646.770096237129;388.121923429748;658.2312858280742
7.699999999999989;1;3522.0643847756146;377.7704686732976;613.2317759912271
7.699999999999989;2;3706.0474679532285;393.3129324555342;677.5378880456201
7.799999999999988;0;3734.4990195469018;391.7642010733967;678.7382511744129
7.799999999999988;1;3579.3981459947972;379.259081413753;621.1773109675286
7.799999999999988;2;3669.2964505455184;386.5156022487066;654.4747530056106
7.899999999999988;0;3663.547525196581;381.5658456287271;649.177344729642
7.899999999999988;1;3818.9866869724533;399.1146983964009;665.9805696408905
7.899999999999988;2;3724.2723261957085;387.5107060177075;662.9377486558238
7.999999999999988;0;3591.7462282594274;372.66212870995435;610.4491985797973
7.999999999999988;1;3710.549232005213;381.1894915825694;661.033299344662
7.999999999999988;2;3714.6269454554395;385.48206818208837;630.770399998737
8.099999999999987;0;3922.4588258908702;399.23494728134455;688.6557529119849
8.099999999999987;1;3840.0976079107054;393.71701505647354;650.9897859532745
8.099999999999987;2;3757.0803122987045;383.21377796498757;653.0487107823095
8.199999999999987;0;3793.947985921305;381.1412739995525;668.5895391249799
8.199999999999987;1;3878.7849152773642;388.75199438241185;691.0185613415927
8.199999999999987;2;3761.1061617138093;379.04607178208664;652.9283731007042
8.299999999999986;0;3816.628764319862;380.874005673534;655.3745172295352
8.299999999999986;1;3947.460204551589;395.9065184745388;661.4361012129217
8.299999999999986;2;3887.170389231452;389.0837469139841;657.7752898453898
8.399999999999986;0;3917.813325829805;387.82800136084944;660.0581143986753
8.399999999999986;1;3951.9730072957555;392.09008041852326;658.4163317801663
8.399999999999986;2;3882.2271976456905;384.22427957537167;654.7432492125743
8.499999999999986;0;3821.500179779571;375.7520735794185;627.6075543545194
8.499999999999986;1;3838.0976946202604;381.0383979800374;599.2713117899474
8.499999999999986;2;3956.379151252343;387.4693052039453;662.8900570188133
8.599999999999985;0;4102.758861686171;399.80783112808325;664.4115139846608
8.599999999999985;1;3934.4089209032495;379.23108419262184;673.0215968467076
8.599999999999985;2;4040.481710028848;393.4593586200099;656.7312258967684
8.699999999999985;0;3935.005032313256;375.55619068246966;667.6661733757763
8.699999999999985;1;4091.5276214702653;392.2981258489592;678.5339265843261
8.699999999999985;2;3988.9804756511035;384.24735581043757;646.028480100303
8.799999999999985;0;4012.976139250829;379.53248439664344;673.0902765603726
8.799999999999985;1;4220.126826088266;400.7921410061718;693.1559852339593
8.799999999999985;2;4099.455147797391;389.24369360126065;674.1106441063039
8.899999999999984;0;4095.642324231932;385.9976399889776;660.2633283300364
8.899999999999984;1;4094.6491391846885;386.4740019846327;655.0305215214638
8.899999999999984;2;4138.9447269538705;387.8240986490699;687.3102489771543
8.999999999999984;0;4146.88234880376;384.2951058262491;688.2263963675256
8.999999999999984;1;4096.336879104079;383.78912122614065;642.2347880688202
8.999999999999984;2;4151.3366985529;387.28120238552765;665.8058770831573
9.099999999999984;0;4217.324838921914;388.9600942074848;677.7879816338095
9.099999999999984;1;4056.001679183512;376.3531300001091;631.188196182526
9.099999999999984;2;4091.6055897462293;378.82792534034365;644.271469149108
9.199999999999983;0;4362.723512786968;403.2367315261421;652.9455827464667
9.199999999999983;1;4230.322640000565;386.67530907203025;672.9097965378937
9.199999999999983;2;4208.50252506746;384.7689363552247;668.628310599399
9.299999999999983;0;4294.195078701321;389.8959280377432;668.1629479503157
9.299999999999983;1;4130.149946350045;375.81022777005336;635.1148280885564
9.299999999999983;2;4206.712286426415;381.058689399361;662.8664750123631
9.399999999999983;0;4244.391789979543;384.08610608639214;633.9823927674634
9.399999999999983;1;4216.214083332738;378.4512649481059;658.772192820548
9.399999999999983;2;4204.316088011602;381.3673657680649;619.4628497918003
9.499999999999982;0;4196.648235867426;374.44252256934993;639.4442714586075
9.499999999999982;1;4222.188409237439;375.999504953269;650.1931121813909
9.499999999999982;2;4311.087693067638;384.17998000622333;661.377883008523
9.599999999999982;0;4388.506670794374;386.47516752576183;678.345062547068
9.599999999999982;1;4412.349047389518;388.79844917234936;679.8839353349716
9.599999999999982;2;4374.284354930482;383.3085040883667;694.5227156821696
9.699999999999982;0;4347.360533518752;381.5284177919728;646.5348809366241
9.699999999999982;1;4455.266277405107;390.69569539664036;665.5180320577037
9.699999999999982;2;4311.719261683936;375.60616439671475;668.3394670358094
9.799999999999981;0;4498.368466960913;393.70945028772445;640.0158541412208
9.799999999999981;1;4422.875464979921;382.6943917601262;672.4704257306917
9.799999999999981;2;4376.23560705188;380.6238616471335;646.1217629099787
9.89999999999998;0;4633.789232020346;398.98567453521105;683.8310541217638
9.89999999999998;1;4430.052928395276;380.32287055276475;664.8565099229124
9.89999999999998;2;4544.100446700847;388.26884857739645;700.2388457846296
9.99999999999998;0;4470.294445243417;381.9662362585055;650.6320826583698
9.99999999999998;1;4505.863693650068;382.2949340040595;682.9143536094812
9.99999999999998;2;4445.252764416623;377.4358589919804;670.8941744968283
